speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
Joe Biden,"They’re going to start laying off, whether they’re red or blue, cops, firefighters, first responders, teachers, because they have to balance their budget.",0,Not given,Not given,Not given
Joe Biden,And the founders were smart.,0,Not given,Not given,Not given
Joe Biden,They allowed the federal government to deficit spend to compensate for the United States of America.,0,Not given,Not given,Not given
Kristen Welker,"I want to talk about the minimum wage, gentlemen.",0,Not given,Not given,Not given
Kristen Welker,"Mr. Vice President, we are talking a lot about struggling small businesses and business owners these days.",0,Not given,Not given,Not given
Kristen Welker,Do you think this is the right time to ask them to raise the minimum wage?,0,Not given,Not given,Not given
Kristen Welker,You of course support a $15 federal minimum wage.,0,Not given,Not given,Not given
Joe Biden,"I do, because I think one of the things we’re going to have to do is we’re going to have to bail them out too.",0,Not given,Not given,Not given
Joe Biden,"We should be bailing them out now, those small businesses.",0,Not given,Not given,Not given
Joe Biden,You got one in six of them going under.,0,Not given,Not given,Not given
Joe Biden,They’re not going to be able to make it back.,0,Not given,Not given,Not given
Joe Biden,They passed a package that allows us to be able… They call it PPP.,0,Not given,Not given,Not given
Joe Biden,"Money is supposed to go to help them do everything from organize how they can deal with their businesses being open safely, schools, how they can make classrooms smaller, how they can hire more teachers, how they can put ventilation systems in.",0,Not given,Not given,Not given
Joe Biden,They need the help.,0,Not given,Not given,Not given
Joe Biden,"The businesses, as well as the schools, need the help.",0,Not given,Not given,Not given
Joe Biden,These guys will not help them.,0,Not given,Not given,Not given
Joe Biden,It’s not giving them any of the money.,0,Not given,Not given,Not given
Kristen Welker,"We are going to move on to immigration, but I want to get-",0,Not given,Not given,Not given
Donald Trump,Excuse me.,0,Not given,Not given,Not given
Donald Trump,One thing very quickly.,0,Not given,Not given,Not given
Donald Trump,He said we have to help our small businesses by raising the minimum wage.,0,Not given,Not given,Not given
Donald Trump,That’s not helping.,0,Not given,Not given,Not given
Donald Trump,I think it should be a state option.,0,Not given,Not given,Not given
Donald Trump,Alabama is different than New York.,0,Not given,Not given,Not given
Donald Trump,New York is different from Vermont.,0,Not given,Not given,Not given
Donald Trump,Every state is different.,0,Not given,Not given,Not given
Donald Trump,It should be a state option.,0,Not given,Not given,Not given
Kristen Welker,You said very recently-,0,Not given,Not given,Not given
Donald Trump,It’s very important.,0,Not given,Not given,Not given
Donald Trump,We have to help our small businesses.,0,Not given,Not given,Not given
Kristen Welker,You said-,0,Not given,Not given,Not given
Donald Trump,How are you helping your small businesses when you’re forcing wages?,0,Not given,Not given,Not given
Donald Trump,"What’s going to happen, and what’s been proven to happen, is when you do that, these small businesses fire many of their employees.",1,Claim,Not given,Not given
Kristen Welker,You said very recently-,0,Not given,Not given,Not given
Joe Biden,"Not true, by the way.",0,Not given,Not given,Not given
Kristen Welker,… you would consider raising the federal minimum wage to $15 an hour.,0,Not given,Not given,Not given
Donald Trump,Say it.,0,Not given,Not given,Not given
Donald Trump,Say it.,0,Not given,Not given,Not given
Kristen Welker,You said recently you would consider raising the federal minimum wage to $15 an hour.,0,Not given,Not given,Not given
Donald Trump,"What I really like, and I would consider it to an extent-",0,Not given,Not given,Not given
Kristen Welker,In a second administration?,0,Not given,Not given,Not given
Donald Trump,But what I really like… In a second administration.,0,Not given,Not given,Not given
Donald Trump,But not to a level that’s going to put all these businesses out of business.,0,Not given,Not given,Not given
Donald Trump,It should be a state option.,0,Not given,Not given,Not given
Donald Trump,"Look, I’ve lived-",0,Not given,Not given,Not given
Joe Biden,Every-,0,Not given,Not given,Not given
Donald Trump,… in different places.,0,Not given,Not given,Not given
Donald Trump,I know different places.,0,Not given,Not given,Not given
Donald Trump,They’re all different.,0,Not given,Not given,Not given
Donald Trump,"Some places, $ 15 is not so bad.",0,Not given,Not given,Not given
Donald Trump,"In other places, other states, $15 would be ruinings.",0,Not given,Not given,Not given
Kristen Welker,"Okay, President Trump, thank you.",0,Not given,Not given,Not given
Kristen Welker,Quick response Vice President Biden.,0,Not given,Not given,Not given
Joe Biden,"No one should work one job, be below poverty.",0,Not given,Not given,Not given
Joe Biden,"People are making six, seven, eight bucks an hour.",0,Not given,Not given,Not given
Joe Biden,These first responders we all clap for as they come down the street because they’ve allowed us to make it.,0,Not given,Not given,Not given
Joe Biden,What’s happening?,0,Not given,Not given,Not given
Joe Biden,They deserve a minimum wage of $15.,0,Not given,Not given,Not given
Joe Biden,Anything below that puts you below the poverty level.,0,Not given,Not given,Not given
Joe Biden,"And there is no evidence that when you raise the minimum wage, businesses go out of business.",0,Not given,Not given,Not given
Joe Biden,That is simply not true.,0,Not given,Not given,Not given
Kristen Welker,We’re going to talk about immigration.,0,Not given,Not given,Not given
Joe Biden,It’s an [crosstalk 00:32:35]-,0,Not given,Not given,Not given
Kristen Welker,"We’re going to talk about immigration now, gentlemen.",0,Not given,Not given,Not given
Kristen Welker,And we’re going to talk about families within this context.,0,Not given,Not given,Not given
Kristen Welker,"Mr. President, your administration separated children from their parents at the border, at least 4,000 kids.",0,Not given,Not given,Not given
Kristen Welker,"You’ve since reversed your zero tolerance policy, but the United States can’t locate the parents of more than 500 children.",0,Not given,Not given,Not given
Kristen Welker,So how will these families ever be reunited?,0,Not given,Not given,Not given
Donald Trump,"Children are brought here by coyotes and lots of bad people, cartels…",0,Not given,Not given,Not given
Donald Trump,"[inaudible 00:33:00] and lots of bad people, cartels, and they’re brought here and they used to use them to get into our country.",1,Not Claim,Not given,Not given
Donald Trump,We now have as strong a border as we’ve ever had.,0,Not given,Not given,Not given
Donald Trump,We’re over 400 miles of brand new wall.,0,Not given,Not given,Not given
Donald Trump,You see the numbers.,0,Not given,Not given,Not given
Donald Trump,"And we let people in, but they have to come in legally and they come in through [crosstalk 00:00:17]-",0,Not given,Not given,Not given
Kristen Welker,"But how will you reunite these kids with their families, Mr. President?",0,Not given,Not given,Not given
Donald Trump,But let me just tell you.,0,Not given,Not given,Not given
Donald Trump,Let me just tell you.,0,Not given,Not given,Not given
Donald Trump,They built cages.,0,Not given,Not given,Not given
Donald Trump,"They used to say I built the cages, and then they had a picture in a certain newspaper, and it was the picture of these horrible cages and they said, “Look at these cages.",0,Not given,Not given,Not given
Donald Trump,President Trump built them.” And then it was determined they were built in 2014.,0,Not given,Not given,Not given
Donald Trump,That was him.,0,Not given,Not given,Not given
Donald Trump,They built cages.,0,Not given,Not given,Not given
Kristen Welker,Do you have a plan to reunite the kids with their families?,0,Not given,Not given,Not given
Donald Trump,Yes.,0,Not given,Not given,Not given
Donald Trump,We’re working on it very… We’re trying very hard.,0,Not given,Not given,Not given
Donald Trump,But a lot of these kids come out without the parents.,0,Not given,Not given,Not given
Donald Trump,They come over through cartels and through coyotes and through gangs.,0,Not given,Not given,Not given
Kristen Welker,"Vice President Biden, let me bring you into this conversation.",0,Not given,Not given,Not given
Kristen Welker,"Quick response, and then another question to you.",0,Not given,Not given,Not given
Joe Biden,These 500-plus kids came with parents.,0,Not given,Not given,Not given
Joe Biden,They separated them at the border to make it a disincentive to come to begin with.,1,Claim,Not given,Not given
Joe Biden,“Be real tough.,0,Not given,Not given,Not given
Joe Biden,We’re really strong.” And guess what?,0,Not given,Not given,Not given
Joe Biden,They cannot… Coyotes didn’t bring them over.,0,Not given,Not given,Not given
Joe Biden,Their parents were with them.,0,Not given,Not given,Not given
Joe Biden,They got separated from their parents.,0,Not given,Not given,Not given
Joe Biden,And it makes us a laughingstock and violates every notion of who we are as a nation.,0,Not given,Not given,Not given
Kristen Welker,Let me ask you a followup question.,0,Not given,Not given,Not given
Donald Trump,"Kristen, they did it.",0,Not given,Not given,Not given
Donald Trump,We changed the policy.,0,Not given,Not given,Not given
Donald Trump,They did it.,0,Not given,Not given,Not given
Donald Trump,We changed.,0,Not given,Not given,Not given
Kristen Welker,Your response to that?,0,Not given,Not given,Not given
Joe Biden,We did not separate the [crosstalk 00:34:25]-,0,Not given,Not given,Not given
Donald Trump,They built the cages.,0,Not given,Not given,Not given
Donald Trump,"Who built the cages, Joe?",0,Not given,Not given,Not given
Joe Biden,Let’s talk about what we’re talking about.,0,Not given,Not given,Not given
Donald Trump,"Who built the cages, Joe?",0,Not given,Not given,Not given
Joe Biden,Let’s talk about what we’re talking about.,0,Not given,Not given,Not given
Joe Biden,What happened?,0,Not given,Not given,Not given
Joe Biden,"Parents were ripped… Their kids were ripped from their arms and separated, and now they cannot find over 500 of the sets of those parents, and those kids are alone.",0,Not given,Not given,Not given
Joe Biden,Nowhere to go.,0,Not given,Not given,Not given
Joe Biden,Nowhere to go.,0,Not given,Not given,Not given
Joe Biden,It’s criminal.,0,Not given,Not given,Not given
Joe Biden,It’s criminal.,0,Not given,Not given,Not given
Kristen Welker,Let me ask you about [crosstalk 00:34:50] in 10 seconds and then I need to ask [crosstalk 00:34:53].,0,Not given,Not given,Not given
Donald Trump,"Kristen, I will say this.",0,Not given,Not given,Not given
Donald Trump,They went down.,0,Not given,Not given,Not given
Donald Trump,"We brought reporters, everything.",0,Not given,Not given,Not given
Donald Trump,They are so well taken care of.,0,Not given,Not given,Not given
Donald Trump,They’re in facilities that were so clean.,0,Not given,Not given,Not given
Kristen Welker,But some of them haven’t been reunited with their families.,0,Not given,Not given,Not given
Donald Trump,They have gotten such good… But just ask one question.,0,Not given,Not given,Not given
Donald Trump,Who built the cages?,0,Not given,Not given,Not given
Donald Trump,I’d love you to ask him that.,0,Not given,Not given,Not given
Donald Trump,"Who built the cages, Joe?",0,Not given,Not given,Not given
Kristen Welker,"Let me ask about your immigration policy, Mr. Vice President.",0,Not given,Not given,Not given
Kristen Welker,"The Obama Administration did fail to deliver immigration reform, which had been a key promise during the administration.",0,Not given,Not given,Not given
Kristen Welker,"It also presided over record deportations, as well as, family detentions at the border before changing course.",0,Not given,Not given,Not given
Kristen Welker,So why should voters trust you with an immigration overhaul now?,0,Not given,Not given,Not given
Joe Biden,Because we made a mistake made.,0,Not given,Not given,Not given
Joe Biden,It took too long to get it right.,0,Not given,Not given,Not given
Joe Biden,Took too long to get it right.,0,Not given,Not given,Not given
Joe Biden,"I’ll be President of the United States, not Vice President of the United States.",0,Not given,Not given,Not given
Joe Biden,And the fact is I’ve made it very clear.,0,Not given,Not given,Not given
Joe Biden,"Within a 100 days, I’m going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people.",0,Not given,Not given,Not given
Joe Biden,"And all of those so-called dreamers, those DACA kids, they’re going to be immediately certified again to be able to stay in this country and put on a path to citizenship.",0,Not given,Not given,Not given
Joe Biden,The idea that they are being sent home by this guy and they want to do that is they’ve gone to they’ve never seen before.,0,Not given,Not given,Not given
Joe Biden,I can imagine.,1,Not Claim,Not given,Not given
Joe Biden,You’re five years old.,0,Not given,Not given,Not given
Joe Biden,Your parents are taking across the Rio Grande River and it’s illegal.,0,Not given,Not given,Not given
Joe Biden,"And you say, “Oh, no, Mom.",0,Not given,Not given,Not given
Joe Biden,Leave me here.,0,Not given,Not given,Not given
Joe Biden,I’m not going to go with you.” They been here.,0,Not given,Not given,Not given
Joe Biden,Many of them are model citizens.,0,Not given,Not given,Not given
Joe Biden,"Over 20,000 of them are first responders out there taking care of people during this crisis.",0,Not given,Not given,Not given
Joe Biden,We owe them.,0,Not given,Not given,Not given
Joe Biden,We owe them.,0,Not given,Not given,Not given
Kristen Welker,"President Trump, your reaction.",0,Not given,Not given,Not given
Donald Trump,"Kristen, he had eight years to do what he said he was going to do.",0,Not given,Not given,Not given
Donald Trump,And I’ve changed.,0,Not given,Not given,Not given
Donald Trump,"Without having a specific, we got rid of catch and release.",0,Not given,Not given,Not given
Donald Trump,We got rid of a lot of horrible things that they put in and that they lived with.,0,Not given,Not given,Not given
Donald Trump,But he had eight years he was Vice President.,0,Not given,Not given,Not given
Donald Trump,He did nothing except build cages to keep children in.,0,Not given,Not given,Not given
Kristen Welker,"Vice President Biden, your response.",0,Not given,Not given,Not given
Joe Biden,"The catch and release, you know what he’s talking about there?",0,Not given,Not given,Not given
Joe Biden,"If in fact you had a family came across and they were arrested, they in fact were given a date to show up for their hearing.",0,Not given,Not given,Not given
Joe Biden,They were released.,0,Not given,Not given,Not given
Joe Biden,And guess what?,0,Not given,Not given,Not given
Joe Biden,They showed up for a hearing.,0,Not given,Not given,Not given
Joe Biden,And this is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country.,0,Not given,Not given,Not given
Joe Biden,That’s never happened before in America.,0,Not given,Not given,Not given
Joe Biden,That’s never happened before in America.,0,Not given,Not given,Not given
Joe Biden,"You come to the United States and you make your case that, “I seek asylum based on the following premise, why I deserve it under American law.” They’re sitting in squalor on the other side of the river.",0,Not given,Not given,Not given
Kristen Welker,"President Trump, your response.",0,Not given,Not given,Not given
Kristen Welker,30 seconds.,0,Not given,Not given,Not given
Kristen Welker,And then we’ll move on.,0,Not given,Not given,Not given
Donald Trump,So important.,0,Not given,Not given,Not given
Donald Trump,"It just shows that he has no understanding of immigration, of the laws.",0,Not given,Not given,Not given
Donald Trump,Catch and release is a disaster.,0,Not given,Not given,Not given
Donald Trump,A murderer would come in.,0,Not given,Not given,Not given
Donald Trump,A rapist would come in.,0,Not given,Not given,Not given
Donald Trump,A very bad person would come in.,0,Not given,Not given,Not given
Donald Trump,We would take their name.,0,Not given,Not given,Not given
Donald Trump,We have to release them into our country.,0,Not given,Not given,Not given
Donald Trump,And then you say they come back.,0,Not given,Not given,Not given
Donald Trump,Less than 1% of the people come back.,0,Not given,Not given,Not given
Donald Trump,We have to send ICE out and Border Patrol out to find them.,0,Not given,Not given,Not given
Donald Trump,"We would say, “Come back in two years, three years.",0,Not given,Not given,Not given
Donald Trump,We’re going to give you a court case.,0,Not given,Not given,Not given
Donald Trump,You did Perry Mason.,0,Not given,Not given,Not given
Donald Trump,"We’re going to give you a court case.” When you say they come back, they don’t come back, Joe.",0,Not given,Not given,Not given
Donald Trump,They never come back.,0,Not given,Not given,Not given
Donald Trump,"Only the really… I hate to say this, but those with the lowest IQ, they might come back, but there are very, very few.",0,Not given,Not given,Not given
Kristen Welker,"Okay, President Trump.",0,Not given,Not given,Not given
Kristen Welker,"Let’s give Vice President Biden a chance to respond, and then we’re going to move on to the next section.",0,Not given,Not given,Not given
Donald Trump,"You don’t know the law, Joe.",0,Not given,Not given,Not given
Kristen Welker,"Vice President Biden, your response.",0,Not given,Not given,Not given
Joe Biden,"Know the law, what he’s telling you is simply not true.",0,Not given,Not given,Not given
Joe Biden,Check it out.,1,Not Claim,Not given,Not given
Donald Trump,"Well, check it out.",0,Not given,Not given,Not given
Donald Trump,They don’t come back.,0,Not given,Not given,Not given
Joe Biden,Check it out.,0,Not given,Not given,Not given
Kristen Welker,All right.,0,Not given,Not given,Not given
Kristen Welker,Let’s move on to the next section.,0,Not given,Not given,Not given
Donald Trump,"But we don’t have to worry about it, because they terminated it.",0,Not given,Not given,Not given
Donald Trump,"So we don’t have to worry about it anymore, Joe.",0,Not given,Not given,Not given
Kristen Welker,Let’s move on to the next section.,0,Not given,Not given,Not given
Joe Biden,That’s right.,0,Not given,Not given,Not given
Joe Biden,And you 525 kids not knowing where in God’s name they’re going to be and lost their parents.,0,Not given,Not given,Not given
Donald Trump,Go ahead.,0,Not given,Not given,Not given
Kristen Welker,All right.,0,Not given,Not given,Not given
Kristen Welker,"Let’s talk about our next section, which is race in America.",0,Not given,Not given,Not given
Kristen Welker,And I want to talk about the way Black and Brown Americans experience race in this country.,0,Not given,Not given,Not given
Kristen Welker,Part of that experience is something called the talk.,0,Not given,Not given,Not given
Kristen Welker,"It happens regardless of class and income, parents who feel they have no choice, but to prepare their children for the chance that they could be targeted, including by the police, for no reason other than the color of their skin.",0,Not given,Not given,Not given
Kristen Welker,"Mr. Vice President, in the next two minutes, I want you to speak directly to these families.",0,Not given,Not given,Not given
Kristen Welker,Do you understand why these parents fear for their children?,0,Not given,Not given,Not given
Joe Biden,I do.,0,Not given,Not given,Not given
Joe Biden,I do.,0,Not given,Not given,Not given
Joe Biden,My daughter is a social worker and she’s written a lot about this.,0,Not given,Not given,Not given
Joe Biden,She has her graduate degree from the University of Pennsylvania in social work.,0,Not given,Not given,Not given
Joe Biden,"And one of the reasons why I ended up working on the East Side of Wilmington, Delaware, which is 90% African-American, was to learn more about what was going on.",0,Not given,Not given,Not given
Joe Biden,"I never had to tell my daughter if she’s pulled over, make sure she puts… For a traffic stop.",0,Not given,Not given,Not given
Joe Biden,"“Put both hands on top of the wheel and don’t reach for the glove box because someone may shoot you.” But a Black parent, no matter how wealthy or how poor they are, has to teach their child, “When you’re walking down the street, don’t have a hoodie on when you go across the street.",0,Not given,Not given,Not given
Joe Biden,"Making sure that you, in fact, if you get pulled over just, yes, sir, no, sir.",0,Not given,Not given,Not given
Joe Biden,Hands on top of the wheel.,0,Not given,Not given,Not given
Joe Biden,"Because you are in fact, the victim, whether you’re a person making 300,000 … child of a $300,000 a year person or someone who’s on food stamps.",0,Not given,Not given,Not given
Joe Biden,"The fact of the matter is, there is institutional racism in America.",0,Not given,Not given,Not given
Joe Biden,"And we have always said, we’ve never lived up to it, that we hold these truths to be self-evident, all men and women are created equal.",0,Not given,Not given,Not given
Joe Biden,"Well, guess what, we have never, ever lived up to it.",0,Not given,Not given,Not given
Joe Biden,"But we’ve always constantly been moving the needle further and further to inclusion, not exclusion.",0,Not given,Not given,Not given
Joe Biden,"This is the first president to come along and says, that’s the end of that.",0,Not given,Not given,Not given
Joe Biden,We’re not going to do that anymore.,0,Not given,Not given,Not given
Joe Biden,"We have to provide for economic opportunity, better education, better healthcare, better access to schooling, better access to opportunity to borrow money to start businesses, all the things we can do.",0,Not given,Not given,Not given
Joe Biden,And I’ve laid out a clear plan as to how to do those things just to give people a shot.,0,Not given,Not given,Not given
Joe Biden,It’s about accumulating the ability to have wealth as well as it is to be free from violence.,0,Not given,Not given,Not given
Kristen Welker,"President Trump, same question to you, and let me remind you of the question.",0,Not given,Not given,Not given
Kristen Welker,"I would like you to speak directly to these families, do you understand why these parents fear for their children?",0,Not given,Not given,Not given
Donald Trump,"Yes, I do.",0,Not given,Not given,Not given
Donald Trump,"And again, he’s been in government 47 years, he never did a thing, except in 1994, when he did such harm to the black community, and they were called … and he called them superpredators.",0,Not given,Not given,Not given
Donald Trump,"And he said that, he said it, superpredators.",0,Not given,Not given,Not given
Donald Trump,And they never lived that down.,0,Not given,Not given,Not given
Donald Trump,"1994, your crime bill, the superpredators.",0,Not given,Not given,Not given
Donald Trump,Nobody has done more for the black community than Donald Trump.,0,Not given,Not given,Not given
Donald Trump,"And if you look, with the exception of Abraham Lincoln, possible exception, but the exception of Abraham Lincoln, nobody has done what I’ve done.",0,Not given,Not given,Not given
Donald Trump,"Criminal justice reform, Obama and Joe didn’t do it.",0,Not given,Not given,Not given
Donald Trump,I don’t even think they tried because they had no chance at doing it.,0,Not given,Not given,Not given
Donald Trump,They might’ve wanted to do it.,0,Not given,Not given,Not given
Donald Trump,"But if you had to see the arms I had to twist to get that done, it was not a pretty picture.",0,Not given,Not given,Not given
Donald Trump,"And everybody knows it, including some very liberal people that cried in my office.",0,Not given,Not given,Not given
Donald Trump,They cried in the Oval Office.,0,Not given,Not given,Not given
Donald Trump,"Two weeks later, they’re out saying, “Gee, we have to defeat him.” Criminal justice reform, prison reform, Opportunity Zones with Tim Scott, a great Senator from South Carolina.",0,Not given,Not given,Not given
Donald Trump,He came in with this incredible idea for Opportunity Zones.,0,Not given,Not given,Not given
Donald Trump,It’s one of the most successful programs.,0,Not given,Not given,Not given
Donald Trump,People don’t talk about it.,0,Not given,Not given,Not given
Donald Trump,"Tremendous investment is being made, biggest beneficiary, the black and Hispanic communities.",0,Not given,Not given,Not given
Donald Trump,"And then Historically Black Colleges and Universities, after three years of coming to the office, I love some of those guys, they were great.",0,Not given,Not given,Not given
Donald Trump,"They came into the office and I said, “What are you doing?” After three years, I said, “Why do you keep coming back?” Because we have no funding.” I said, “You don’t have to come back every year.” “We have to come back.”",0,Not given,Not given,Not given
Donald Trump,Because President Obama would never give them long-term funding and I did.,0,Not given,Not given,Not given
Donald Trump,"10 year long-term funding and I gave them more money than they asked for because I said, “I think you need more.” And I said, “The only bad part about this is I may never see you again.” Because I got very friendly with them and they like me and I like them.",0,Not given,Not given,Not given
Donald Trump,But I saved Historically Black Colleges and Universities.,0,Not given,Not given,Not given
Kristen Welker,"Okay, and we’re going to talk about both of your records, but your response to that Vice President.",0,Not given,Not given,Not given
Joe Biden,My response to that is I never ever said what he accused me of saying.,0,Not given,Not given,Not given
Joe Biden,"The fact of the matter is in 2000 though, after the crime bill had been in the law for awhile, this is a guy who said, “The problem with the crime bill, there’s not enough people in jail.",0,Not given,Not given,Not given
Joe Biden,"There’s not enough people in jail.” And go on my website, get the quote, the date when he said it, “not enough people.” He talked about marauding gangs, young gangs, and the people who are going to maraud our cities.",0,Not given,Not given,Not given
Joe Biden,"This is a guy who in the Central Park Five, five innocent black kids, he continued to push for making sure that they got the death penalty.",0,Not given,Not given,Not given
Joe Biden,None of them were guilty of the crimes they were suggested.,0,Not given,Not given,Not given
Joe Biden,"Look and granted, he did in fact, let 20 people … he commuted 20 people’s sentences.",0,Not given,Not given,Not given
Joe Biden,"We commuted over 1,000 people’s sentences, over 1,000.",0,Not given,Not given,Not given
Joe Biden,"The very law he’s talking about is a law that in fact, initiated by Barack Obama.",0,Not given,Not given,Not given
Joe Biden,"And secondly, we’re in a situation here where the federal prison system was reduced by 38,000 people under our administration.",0,Not given,Not given,Not given
Joe Biden,"And one of those things we should be doing, there should be no, no minimum mandatories in the law.",0,Not given,Not given,Not given
Joe Biden,That’s why I’m offering $20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts.,0,Not given,Not given,Not given
Joe Biden,No one should be going to jail because they have a drug problem.,0,Not given,Not given,Not given
Joe Biden,"They should be going to rehabilitation, not to jail.",0,Not given,Not given,Not given
Joe Biden,We should fundamentally change the system and that’s what I’m going to do.,0,Not given,Not given,Not given
Donald Trump,But why didn’t he do it four years ago?,0,Not given,Not given,Not given
Donald Trump,Why didn’t you do that four years ago?,0,Not given,Not given,Not given
Donald Trump,Even less than that.,0,Not given,Not given,Not given
Donald Trump,Why didn’t you when you vice president?,0,Not given,Not given,Not given
Donald Trump,"You keep talking about all these things you’re going to do, and you’re going to do this, but you were there just a short time ago and you guys did nothing.",0,Not given,Not given,Not given
Joe Biden,We did-,0,Not given,Not given,Not given
Donald Trump,"You know Joe, I ran because of you.",0,Not given,Not given,Not given
Donald Trump,"I ran because of Barack Obama, because you did a poor job.",1,Claim,Not given,Not given
Donald Trump,"If I thought you did a good job, I would’ve never run.",0,Not given,Not given,Not given
Donald Trump,I would’ve never run.,0,Not given,Not given,Not given
Donald Trump,I ran because of you.,0,Not given,Not given,Not given
Donald Trump,"I’m looking at you now, you’re a politician, I ran because of you.",0,Not given,Not given,Not given
Kristen Welker,"All right, Vice President Biden, your response to that.",0,Not given,Not given,Not given
Kristen Welker,And then I do have some questions for both of you.,0,Not given,Not given,Not given
Joe Biden,"Well, I’ll tell you what I hope he does look at me because what’s happening here is, you know who I am.",0,Not given,Not given,Not given
Joe Biden,"You know who he is, you know his character, you know my character, you know our reputations for honor and telling the truth.",0,Not given,Not given,Not given
Joe Biden,I am anxious to have this race.,0,Not given,Not given,Not given
Joe Biden,I’m anxious to see this take place.,0,Not given,Not given,Not given
Joe Biden,I am … The character of the country is on the ballot.,0,Not given,Not given,Not given
Joe Biden,"Our character’s on the ballot, look at us closely.",0,Not given,Not given,Not given
Kristen Welker,Let me ask some follow up-,0,Not given,Not given,Not given
Donald Trump,Excuse me-,0,Not given,Not given,Not given
Kristen Welker,Please respond and then we’re going to have follow up questions.,0,Not given,Not given,Not given
Donald Trump,"If this stuff is true about Russia, Ukraine, China, other countries, Iraq.",0,Not given,Not given,Not given
Donald Trump,"If this is true, then he’s a corrupt politician.",0,Not given,Not given,Not given
Donald Trump,So don’t give me the stuff about how you’re this innocent baby.,0,Not given,Not given,Not given
Donald Trump,"Joe, that calling you a corrupt politician-",0,Not given,Not given,Not given
Joe Biden,Nobody’s calling me-,0,Not given,Not given,Not given
Donald Trump,They’re calling it the laptop from hell.,0,Not given,Not given,Not given
Kristen Welker,"President Trump, I want to stay on the issue of race.",0,Not given,Not given,Not given
Kristen Welker,We’re talking about the issue-,0,Not given,Not given,Not given
Donald Trump,"Excuse me, [crosstalk 00:06:13] the laptop from hell.",0,Not given,Not given,Not given
Joe Biden,Nobody.,0,Not given,Not given,Not given
Kristen Welker,"President Trump, we’re talking about race right now.",0,Not given,Not given,Not given
Kristen Welker,And I do want to stay on the issue of race.,0,Not given,Not given,Not given
Kristen Welker,President Trump you-,0,Not given,Not given,Not given
Joe Biden,I have to respond to that.,0,Not given,Not given,Not given
Joe Biden,Because look-,0,Not given,Not given,Not given
Kristen Welker,"Please, very quickly.",0,Not given,Not given,Not given
Joe Biden,There are 50 former national intelligence folks who said that what he’s accusing me of is a Russian plant.,0,Not given,Not given,Not given
Joe Biden,"They have said that this has all the … five former heads of the CIA, both parties, say what he’s saying is a bunch of garbage.",0,Not given,Not given,Not given
Joe Biden,"Nobody believes it except him and his good friend, Rudy Giuliani.",0,Not given,Not given,Not given
Donald Trump,"You mean the laptop is now another Russia, Russia, Russia hoax?",0,Not given,Not given,Not given
Donald Trump,You got to be kidding me-,0,Not given,Not given,Not given
Joe Biden,That’s exactly what was told.,0,Not given,Not given,Not given
Donald Trump,This is where he’s going.,0,Not given,Not given,Not given
Donald Trump,"The laptop is Russia, Russia, Russia?",0,Not given,Not given,Not given
Kristen Welker,"Gentlemen, I want to stay on the issue of race.",0,Not given,Not given,Not given
Donald Trump,"You have to be kidding, here we go again with the Russia.",0,Not given,Not given,Not given
Donald Trump,"Boy, oh, boy.",0,Not given,Not given,Not given
Kristen Welker,We’re going to continue on the issue of race.,0,Not given,Not given,Not given
Donald Trump,Can’t believe that one.,0,Not given,Not given,Not given
Kristen Welker,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate.,0,Not given,Not given,Not given
Kristen Welker,You’ve shared a video of a man chanting white power to millions of your supporters.,0,Not given,Not given,Not given
Kristen Welker,You’ve said that black professional athletes exercising their First Amendment rights should be fired.,0,Not given,Not given,Not given
Kristen Welker,What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,0,Not given,Not given,Not given
Donald Trump,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police.",0,Not given,Not given,Not given
Donald Trump,"“Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street.",0,Not given,Not given,Not given
Donald Trump,"And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing.",0,Not given,Not given,Not given
Donald Trump,"As far as my relationships with all people, I think I have great relationships with all people.",0,Not given,Not given,Not given
Donald Trump,I am the least racist person in this room.,0,Not given,Not given,Not given
Kristen Welker,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,0,Not given,Not given,Not given
Donald Trump,I don’t know.,0,Not given,Not given,Not given
Donald Trump,"I mean, I don’t know what to say.",0,Not given,Not given,Not given
Donald Trump,I got criminal justice reform done and prison reform and Opportunity Zones-,0,Not given,Not given,Not given
Donald Trump,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything.",0,Not given,Not given,Not given
Donald Trump,"It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",0,Not given,Not given,Not given
Kristen Welker,Okay.,0,Not given,Not given,Not given
Kristen Welker,"Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",0,Not given,Not given,Not given
